Time Stamp (ms),qw,qx,qy,qz
4225,0.187134,0.0078125,0.521118,0.832703
4276,0.226379,-0.000854492,0.503052,0.834106
4327,0.241638,0.00292969,0.490784,0.837097
4379,0.269775,-0.0057373,0.474731,0.837769
4429,0.248901,-0.00854492,0.493591,0.833252
4481,0.248413,-0.0291748,0.541931,0.802368
4529,0.185608,-0.0802612,0.593201,0.779297
4578,0.157043,-0.123901,0.583923,0.786804
4629,0.141479,-0.100586,0.551636,0.815857
4679,0.131165,-0.0933838,0.512878,0.843201
4731,0.0950317,-0.081543,0.482117,0.867126
4782,0.0708618,-0.036438,0.429626,0.899475
4832,0.09729,-0.0333862,0.420288,0.90155
4883,0.206726,-0.0870361,0.391724,0.892334
4932,0.338989,-0.120483,0.299866,0.883545
4982,0.37915,-0.116211,0.203735,0.895142
5034,0.375732,-0.107483,0.154907,0.907349
5086,0.367432,-0.114563,0.121033,0.915039
5138,0.372864,-0.121948,0.078186,0.916504
5188,0.333618,-0.133362,0.127869,0.924438
5238,0.269104,-0.119446,0.172424,0.940002
5288,0.203674,-0.107849,0.164307,0.959106
5338,0.171448,-0.157043,0.128113,0.964111
5389,0.120667,-0.266113,0.160706,0.942749
5441,0.119507,-0.308777,0.241577,0.91217
5493,0.00384521,0.307861,-0.323486,-0.894714
5543,0.0354614,-0.346985,0.414734,0.840454
5593,0.0292358,-0.328552,0.406067,0.852234
5642,0.0540161,-0.321411,0.415466,0.849182
5693,0.0777588,-0.326904,0.414734,0.845642
5744,0.0213623,-0.315369,0.385376,0.866943
5795,0.000488281,-0.311707,0.436829,0.843811
5847,0.0219116,-0.288208,0.461304,0.838806
5897,0.0344849,-0.294861,0.385376,0.873718
5947,0.0340576,-0.286621,0.347595,0.89209
5996,0.0531616,-0.209595,0.318787,0.922852
6046,0.0900269,-0.167786,0.348022,0.917969
6096,0.164246,-0.240234,0.329163,0.898315
6149,0.15033,-0.21582,0.349182,0.899414
6199,0.216553,-0.155701,0.329712,0.90564
6249,0.239258,-0.206543,0.302612,0.89917
6300,0.299988,-0.256653,0.293762,0.870544
6349,0.378418,-0.242615,0.335266,0.827942
6399,0.378052,-0.232361,0.409363,0.79718
6451,0.275513,-0.195618,0.470276,0.815308
6501,0.414612,-0.176147,0.425354,0.784973
6553,0.350281,-0.176575,0.489136,0.779053
6604,0.345398,-0.0969238,0.476318,0.802734
6655,0.419556,-0.15741,0.428833,0.784424
6706,0.474731,-0.254089,0.38623,0.748962
6755,0.464844,-0.248474,0.459351,0.714966
6805,0.536987,-0.132446,0.457214,0.696472
6855,0.613464,-0.0435791,0.492493,0.615784
6909,0.642517,-0.0359497,0.521057,0.56073
6959,0.631592,-0.0821533,0.518372,0.570679
7010,0.6604,-0.0831299,0.515381,0.539795
7060,0.656921,-0.0136719,0.584412,0.476135
7110,0.658569,0.0361938,0.608459,0.441345
7161,0.665344,0.0615234,0.594421,0.447449
7211,0.639221,0.050354,0.598572,0.480164
7264,0.588684,0.0859375,0.636841,0.490356
7315,0.587708,0.129883,0.634094,0.485413
7365,0.612061,0.108459,0.611267,0.489868
7415,0.608948,0.0921021,0.602783,0.507324
7463,0.64032,0.149231,0.584961,0.474915
7514,0.672119,0.186707,0.566833,0.438232
7564,0.684448,0.170105,0.542847,0.455994
7616,0.687317,0.169067,0.536255,0.459839
7666,0.690369,0.190247,0.513977,0.472229
7717,0.700012,0.191772,0.464722,0.507202
7767,0.724182,0.182129,0.452271,0.487671
7816,0.710144,0.193298,0.451111,0.504822
7867,0.694763,0.202515,0.451233,0.522217
7917,0.6745,0.189819,0.432251,0.567627
7970,0.653259,0.158325,0.433044,0.600586
8020,0.627014,0.133606,0.448853,0.622498
8071,0.599182,0.10614,0.446472,0.656067
8123,0.602478,0.0740356,0.42627,0.670715
8172,0.595093,0.104004,0.427246,0.672668
8224,0.610962,0.12207,0.440002,0.646729
8273,0.613342,0.154236,0.469727,0.615906
8326,0.631042,0.163696,0.477112,0.589355
8376,0.622559,0.153748,0.457031,0.616394
8426,0.593628,0.0894165,0.406189,0.688904
8477,0.532288,0.0556641,0.33606,0.775024
8526,0.415283,0.00970459,0.269592,0.868774
8577,0.35614,0.0108643,0.258545,0.897888
8628,0.362183,0.0349121,0.271729,0.89093
8680,0.338562,0.0380249,0.263245,0.902527
8731,0.326172,0.0395508,0.261108,0.907654
8782,0.361633,0.0411377,0.277283,0.88916
8832,0.399719,0.0484619,0.274353,0.873291
8880,0.446533,0.0516968,0.275757,0.849609
8931,0.492065,0.0665894,0.276855,0.822693
8981,0.497437,0.0947266,0.311462,0.804077
9033,0.528381,0.121887,0.314453,0.779114
9084,0.573242,0.135193,0.30957,0.746521
9133,0.598572,0.128601,0.301514,0.730957
9185,0.605103,0.13208,0.289001,0.72998
9233,0.617004,0.11792,0.287476,0.723022
9285,0.621643,0.125671,0.318298,0.70459
9335,0.628723,0.152527,0.315796,0.694031
9386,0.64917,0.145203,0.306152,0.68103
9438,0.644348,0.151489,0.28833,0.691895
9488,0.575256,0.136658,0.259521,0.76355
9540,0.470093,0.0853882,0.270142,0.835876
9589,0.324646,0.0284424,0.278748,0.903381
9638,0.158142,0.00195313,0.305908,0.938843
9691,0.133972,-0.0287476,0.305725,0.9422
9741,0.117859,-0.0484009,0.312012,0.941467
9793,0.139893,-0.0323486,0.29718,0.94397
9843,0.181885,-0.0219116,0.294861,0.937805
9894,0.218262,-0.0181274,0.291809,0.93103
9947,0.209839,-0.00219727,0.29425,0.932434
9994,0.198792,0.0116577,0.288269,0.936584
10045,0.217407,0.0055542,0.277466,0.935791
10095,0.242493,-0.00958252,0.259338,0.934814
10148,0.279541,0.0133057,0.254883,0.925598
10198,0.254517,0.00982666,0.262207,0.930786
10249,0.236328,-0.00854492,0.284058,0.929199
10300,0.20282,-0.0115356,0.284912,0.936768
10349,0.0838013,-0.0432129,0.277893,0.955994
10399,0.0404663,0.103699,-0.251404,-0.961487
10450,0.10614,0.138184,-0.23291,-0.956787
10502,0.150452,0.151306,-0.239258,-0.947205
10552,0.205139,0.155212,-0.230652,-0.938416
10602,0.291809,0.186218,-0.238586,-0.907349
10652,0.393311,0.216248,-0.192322,-0.872681
10701,0.454163,0.209961,-0.173462,-0.848267
10752,0.462036,0.203979,-0.185364,-0.842957
10803,0.443298,0.230408,-0.157288,-0.851868
10854,0.444458,0.234619,-0.153625,-0.850769
10904,0.423401,0.203247,-0.16095,-0.868042
10955,0.42627,0.198608,-0.147644,-0.870117
11006,0.44397,0.199585,-0.173828,-0.856079
11055,0.454651,0.200806,-0.174377,-0.850037
11108,0.482849,0.212341,-0.148193,-0.836548
11159,0.556763,0.269531,-0.120239,-0.776489
11212,0.651245,0.275574,-0.110962,-0.698303
11261,0.653748,0.312073,-0.0975952,-0.682373
11311,0.673096,0.304932,-0.0906372,-0.667664
11364,0.705688,0.292542,-0.0834351,-0.639893
11412,0.782043,0.334717,-0.0489502,-0.523376
11462,0.825989,0.338623,-0.00360107,-0.450562
11513,0.855042,0.344421,0.03302,-0.38623
11565,0.858521,0.361023,0.03479,-0.362427
11616,0.862366,0.36322,0.0427246,-0.350159
11667,0.86322,0.358093,0.0419922,-0.353271
11717,0.877991,0.341064,0.0501709,-0.332031
11766,0.874146,0.36438,0.0643311,-0.314575
11818,0.874817,0.346558,0.0657959,-0.332153
11868,0.859802,0.359985,0.0717163,-0.35498
11920,0.874878,0.330383,0.0725708,-0.346619
11970,0.852478,0.321533,0.0674438,-0.406677
12020,0.839111,0.345398,0.0517578,-0.417053
12069,0.838257,0.309509,0.0438843,-0.446716
12119,0.812744,0.289368,0.0213013,-0.505249
12169,0.790527,0.283264,0.0383301,-0.541687
12220,0.79303,0.316833,0.0272827,-0.519531
12273,0.820984,0.341736,0.057312,-0.453796
12322,0.879761,0.348328,0.0734863,-0.315063
12373,0.904541,0.37854,0.125793,-0.150635
12424,0.909241,0.372375,0.15509,-0.102539
12473,0.922607,0.318726,0.15741,-0.149658
12523,0.92395,0.314331,0.174011,-0.131348
12574,0.939209,0.28833,0.119507,-0.142944
12626,0.932739,0.318909,0.0900269,-0.141968
12679,0.942261,0.294922,0.0562744,-0.148376
12728,0.923523,0.337341,0.0956421,-0.155457
12778,0.925781,0.348999,0.0767212,-0.123535
12829,0.923706,0.34552,0.0663452,-0.15155
12879,0.917053,0.352661,0.0793457,-0.168274
12930,0.921021,0.329895,0.120117,-0.168823
12981,0.924011,0.30658,0.159119,-0.164001
13033,0.913208,0.316772,0.1698,-0.191895
13083,0.916626,0.305481,0.093689,-0.240112
13133,0.93158,0.270996,0.0987549,-0.221313
13185,0.925049,0.262634,0.127075,-0.243225
13233,0.899597,0.316284,0.175476,-0.244751
13284,0.880554,0.377319,0.177307,-0.225525
13335,0.89032,0.375854,0.137268,-0.217285
13387,0.909302,0.358704,0.117737,-0.17511
13438,0.904236,0.380493,0.124512,-0.148743
13487,0.912537,0.371948,0.121887,-0.118774
13537,0.923462,0.345886,0.112488,-0.122375
13586,0.927185,0.32666,0.111084,-0.145996
13637,0.930969,0.309387,0.108826,-0.160217
13687,0.928223,0.310181,0.0825195,-0.188049
13739,0.925842,0.299255,0.0529785,-0.224731
13789,0.918335,0.300293,0.0526123,-0.252502
13840,0.923706,0.278564,0.0593872,-0.256226
13891,0.921692,0.27771,0.0680542,-0.262207
13940,0.935913,0.259216,0.0411987,-0.234802
13991,0.960693,0.247131,0.0343018,-0.121582
14042,0.949158,0.273315,0.106567,0.114075
14095,0.909546,0.27594,0.204956,0.233521
14145,0.876709,0.200989,0.271423,0.342529
14196,0.853821,0.143921,0.286194,0.410339
14246,0.85968,0.122009,0.247803,0.429749
14296,0.861145,0.126038,0.254944,0.421326
14347,0.865845,0.161438,0.259277,0.396179
14397,0.844543,0.172852,0.264771,0.43219
14450,0.84259,0.15332,0.255493,0.448547
14500,0.834045,0.136597,0.283325,0.453247
14552,0.827942,0.116028,0.284729,0.468994
14601,0.784485,0.106323,0.308899,0.527161
14651,0.735657,0.127686,0.34082,0.571289
14701,0.725037,0.151123,0.344666,0.576782
14752,0.701721,0.126465,0.346741,0.609375
14805,0.717102,0.0993652,0.333313,0.604004
14855,0.703857,0.083313,0.365723,0.60321
14906,0.688721,0.09021,0.355225,0.625549
14957,0.665527,0.0814209,0.355408,0.651184
15005,0.557495,0.0614624,0.412903,0.71759
15054,0.54541,-0.000610352,0.411011,0.730469
15105,0.552551,-0.0233765,0.379089,0.741943
15158,0.587891,-0.0197754,0.346497,0.730713
15207,0.616699,-0.0107422,0.293457,0.730408
15257,0.622864,-0.0201416,0.279846,0.730286
15308,0.610779,-0.019165,0.324829,0.721863
15358,0.593933,0.013855,0.322144,0.737061
15408,0.607422,0.0456543,0.292419,0.737183
15459,0.592651,0.0726318,0.298218,0.74469
15509,0.552673,0.065979,0.273315,0.784546
15562,0.494873,0.0183716,0.317078,0.808838
15612,0.364746,-0.0418091,0.355408,0.859619
15663,0.281677,-0.0835571,0.348267,0.890198
15714,0.246033,-0.09552,0.327698,0.907166
15764,0.126282,-0.133179,0.384338,0.904785
15814,0.105286,-0.158325,0.383179,0.903931
15864,0.128601,-0.188843,0.329041,0.91626
15917,0.142822,-0.180969,0.264282,0.936462
15968,0.188782,-0.134094,0.238037,0.943237
16018,0.200745,-0.138733,0.260864,0.934021
16069,0.208191,-0.144287,0.251526,0.934143
16118,0.174683,-0.127075,0.281372,0.934998
16169,0.179382,-0.135742,0.316406,0.92157
16219,0.232483,-0.124146,0.30481,0.915222
16271,0.228027,-0.106201,0.321594,0.912842
16322,0.250488,-0.0834351,0.313049,0.912292
16373,0.236755,-0.0750732,0.312195,0.916992
16424,0.17749,-0.079895,0.321106,0.926819
16471,0.23822,-0.0864258,0.290222,0.922791
16521,0.253479,-0.127319,0.293396,0.912903
16572,0.239258,-0.128418,0.250488,0.92926
16624,0.206543,-0.121094,0.267944,0.933228
16674,0.161621,-0.119568,0.289429,0.935852
16725,0.0603027,-0.13562,0.327393,0.933167
16775,0.012146,0.154602,-0.34314,-0.926392
16824,0.1073,0.161438,-0.312134,-0.930054
16875,0.135681,0.210632,-0.308899,-0.91748
16926,0.127075,0.223022,-0.283691,-0.92395
16978,0.0680542,0.188049,-0.257141,-0.945435
17029,0.0435181,0.177734,-0.266968,-0.946167
17079,0.0126953,0.158936,-0.224487,-0.961365
17132,0.000488281,-0.170593,0.208252,0.963074
17180,0.0349731,0.171692,-0.195618,-0.964905
17232,0.0205688,0.161255,-0.230713,-0.959351
17282,0.0175171,0.167053,-0.248169,-0.954041
17333,0.00524902,0.143616,-0.259827,-0.954895
17384,0.0331421,-0.11853,0.257507,0.958435
17435,0.00640869,-0.118896,0.277588,0.953308
17486,0.00787354,-0.119324,0.292969,0.948608
17534,0.0292358,0.111755,-0.276733,-0.953979
17586,0.031311,0.143494,-0.26062,-0.954224
17636,0.0820923,0.171814,-0.23938,-0.952087
17688,0.25354,0.260315,-0.213379,-0.90686
17738,0.346191,0.326721,-0.18927,-0.858826
17791,0.338806,0.336487,-0.121521,-0.870178
17840,0.363586,0.317688,-0.0995483,-0.870056
17888,0.399231,0.293274,-0.13092,-0.858765
17939,0.38623,0.307983,-0.156128,-0.855347
17989,0.394165,0.314148,-0.147583,-0.851013
18041,0.393372,0.275635,-0.122437,-0.868469
18091,0.389771,0.26947,-0.117859,-0.872681
18141,0.382813,0.263855,-0.1474,-0.872986
18193,0.40448,0.248779,-0.172302,-0.863037
18242,0.467896,0.27655,-0.163208,-0.823425
18292,0.466309,0.315308,-0.110779,-0.819031
18344,0.469604,0.272095,-0.0611572,-0.837646
18394,0.487366,0.283569,-0.0876465,-0.821228
18447,0.440735,0.252258,-0.12207,-0.852783
18498,0.44397,0.265869,-0.12854,-0.846008
18548,0.462585,0.265686,-0.118164,-0.837524
18599,0.473999,0.253296,-0.129395,-0.833313
18648,0.517212,0.293701,-0.134705,-0.792542
18698,0.616638,0.326782,-0.119202,-0.706238
18752,0.701721,0.341675,-0.083374,-0.619568
18802,0.7724,0.375488,-0.0500488,-0.509827
18852,0.804382,0.368347,-0.0195923,-0.465698
18902,0.827087,0.365906,0.0224609,-0.426086
18953,0.843628,0.409363,0.0582886,-0.342529
19002,0.852844,0.403259,0.0714722,-0.323975
19053,0.847534,0.371765,0.126099,-0.357239
19106,0.878662,0.359436,0.0508423,-0.310181
19156,0.865173,0.252991,0.112366,-0.418091
19207,0.921814,0.292786,0.0418091,-0.250671
19257,0.883301,0.326965,0.128601,-0.310364
19308,0.860107,0.348633,0.164429,-0.334106
19357,0.849487,0.371704,0.178528,-0.329041
19407,0.845154,0.349426,0.184143,-0.360168
19458,0.847961,0.343872,0.210815,-0.343933
19509,0.864502,0.326782,0.1922,-0.329956
19559,0.88324,0.30896,0.13916,-0.324219
19610,0.882507,0.280334,0.0848999,-0.368042
19660,0.879578,0.272949,0.069519,-0.383423
19709,0.874939,0.260742,0.0955811,-0.396606
19760,0.889954,0.198669,0.0929565,-0.399841
19810,0.903503,0.178101,0.0760498,-0.382385
19862,0.903625,0.190125,0.0501709,-0.380554
19913,0.906433,0.234802,0.0598145,-0.346008
19967,0.891541,0.252441,0.107056,-0.360535
20017,0.886963,0.28656,0.111023,-0.344788
20065,0.899841,0.2677,0.0565186,-0.339722
20115,0.90094,0.285034,0.0400391,-0.324707
20166,0.889709,0.307495,0.0321655,-0.335815
20219,0.876221,0.28717,0.0528564,-0.383362
20270,0.882446,0.261108,0.0701904,-0.384888
20320,0.902832,0.215149,0.0559082,-0.368042
20371,0.90863,0.252563,0.0770264,-0.323486
20419,0.904663,0.263367,0.0577393,-0.330017
20470,0.928528,0.213074,0.0183105,-0.303528
20521,0.926758,0.241394,0.0255127,-0.286743
20573,0.923584,0.254822,0.00164795,-0.286499
20623,0.919312,0.25769,0.00762939,-0.297302
20675,0.933228,0.185181,-0.0012207,-0.307922
20724,0.947876,0.151917,0.0206299,-0.279358
20773,0.936401,0.246094,0.0916748,-0.232849
20825,0.937073,0.25061,0.102417,-0.22052
20876,0.948486,0.190002,0.104065,-0.231201
20927,0.949341,0.202698,0.0872803,-0.223633
20977,0.939148,0.206482,0.0235596,-0.273438
21027,0.920593,0.234192,0.0230713,-0.311584
21079,0.911255,0.195496,0.00860596,-0.362366
21126,0.918762,0.165771,0.00616455,-0.358215
21176,0.90448,0.16571,0.0300293,-0.391907
21229,0.90332,0.185181,0.0789795,-0.378845
21279,0.9151,0.174988,0.0599365,-0.358337
21330,0.918091,0.177551,0.0463257,-0.351379
21381,0.915771,0.233032,-0.00524902,-0.327148
21431,0.899597,0.245361,-0.057312,-0.356628
21483,0.90448,0.206604,-0.0560303,-0.368896
21532,0.912109,0.164673,-0.0297241,-0.374329
21583,0.914856,0.146301,-0.00695801,-0.376282
21634,0.904419,0.144165,0.00195313,-0.40155
21686,0.895996,0.11261,0.00500488,-0.429443
21736,0.877075,0.103577,0.00488281,-0.469055
21786,0.778625,0.0947876,0.000671387,-0.6203
21837,0.728699,0.15155,-0.0186768,-0.667603
21886,0.675537,0.177002,-0.10614,-0.707825
21938,0.663696,0.162964,-0.190674,-0.704712
21991,0.683899,0.151062,-0.183167,-0.68988
22041,0.674316,0.163635,-0.163452,-0.701294
22092,0.697876,0.181335,-0.149597,-0.676514
22141,0.74469,0.212463,-0.155273,-0.613342
22191,0.834961,0.23407,-0.122803,-0.482666
22241,0.936279,0.25293,-0.0411377,-0.240173
22292,0.963806,0.253357,0.0817871,-0.013855
22346,0.946777,0.227966,0.20929,0.088623
22395,0.933899,0.19043,0.279541,0.115784
22445,0.932739,0.151123,0.295105,0.141602
22495,0.928528,0.150085,0.300659,0.157715
22545,0.900208,0.21875,0.320007,0.198364
22594,0.925354,0.224182,0.269287,0.144775
22645,0.928223,0.20282,0.256958,0.176819
22695,0.891846,0.197815,0.29303,0.282166
22747,0.866577,0.151245,0.334412,0.338135
22797,0.864807,0.0904541,0.356506,0.341797
22849,0.86438,0.0661621,0.351257,0.353638
22899,0.880005,0.0718994,0.317444,0.345947
22948,0.872437,0.0950317,0.319519,0.357422
22999,0.854309,0.130371,0.343018,0.368103
23051,0.839905,0.149719,0.388672,0.348022
23102,0.851013,0.145264,0.34137,0.371765
23154,0.772827,0.154968,0.398987,0.468628
23203,0.689636,0.149902,0.457397,0.541016
23255,0.649048,0.108704,0.475342,0.583862
23304,0.625793,0.034668,0.469604,0.621765
23356,0.494263,-0.0164185,0.473389,0.728943
23404,0.404053,-0.0620117,0.498657,0.764343
23458,0.391418,-0.0925903,0.497437,0.768616
23509,0.292419,-0.0775757,0.485291,0.820313
23559,0.243225,-0.0788574,0.435913,0.862915
23610,0.246765,-0.109131,0.388794,0.88092
23657,0.266052,-0.124634,0.376099,0.878784
23709,0.282532,-0.128967,0.432922,0.846252
23759,0.301697,-0.0371094,0.442566,0.843628
23812,0.30719,-0.00689697,0.438721,0.844482
23862,0.316345,-0.000671387,0.434814,0.84314
23913,0.298096,-0.0238037,0.433411,0.850098
23963,0.283997,-0.0256958,0.437744,0.852722
24012,0.305969,-0.0022583,0.443726,0.842346
24062,0.29718,0.0280151,0.464844,0.833557
24113,0.266296,0.0274048,0.473511,0.839111
24164,0.286316,-0.0335083,0.451233,0.844604
24214,0.257324,-0.100281,0.469177,0.838806
24265,0.268555,-0.0970459,0.434509,0.854187
24316,0.236206,-0.0735474,0.428101,0.869202
24367,0.229126,-0.0249634,0.43103,0.872437
24416,0.210876,0.00744629,0.428833,0.878418
24468,0.214478,-0.0300293,0.440186,0.871399
24517,0.247253,-0.0501099,0.402466,0.880005
24572,0.269348,-0.0458374,0.399231,0.875183
24620,0.286133,-0.0411377,0.423462,0.858521
24671,0.326538,-0.0296021,0.436157,0.838013
24722,0.354919,-0.000305176,0.455139,0.81665
24771,0.362549,0.0288086,0.478394,0.799316
24821,0.358093,0.0478516,0.482422,0.797974
24873,0.381836,0.000793457,0.442993,0.811157
24992,0.377014,-0.0111084,0.430847,0.819824
25025,0.377014,-0.0111084,0.430847,0.819824
25053,0.337708,0.0130615,0.438843,0.832581
25078,0.285645,0.0523682,0.460815,0.838623
25125,0.216187,0.072998,0.466431,0.854614
25176,0.138306,0.0318604,0.4646,0.874084
25230,0.0878906,-0.0337524,0.447021,0.889526
25280,0.0476685,-0.0600586,0.429993,0.899536
25331,0.0255127,0.0638428,-0.427124,-0.90155
25381,0.0757446,0.0848389,-0.430115,-0.895569
25430,0.116821,0.0914307,-0.397949,-0.905334
25479,0.168884,0.118958,-0.383423,-0.900208
25529,0.189087,0.117676,-0.363342,-0.904602
25580,0.28656,0.133484,-0.359741,-0.877869
25631,0.328186,0.163025,-0.34906,-0.862488
25681,0.366394,0.177734,-0.323242,-0.854187
25733,0.372009,0.175476,-0.288574,-0.864624
25783,0.358215,0.151062,-0.2677,-0.881592
25832,0.398499,0.128113,-0.292297,-0.859863
25883,0.422363,0.148376,-0.333435,-0.829712
25934,0.446533,0.136902,-0.329834,-0.820435
25986,0.486267,0.132629,-0.284241,-0.815552
26040,0.533691,0.169983,-0.242737,-0.792053
26089,0.53064,0.17627,-0.21759,-0.799988
26138,0.558899,0.190369,-0.211548,-0.77887
26188,0.611816,0.195862,-0.214417,-0.735779
26239,0.680298,0.22522,-0.204895,-0.666687
26289,0.708435,0.243286,-0.177307,-0.638306
26341,0.684265,0.283813,-0.137085,-0.657593
26391,0.653503,0.382446,-0.124146,-0.641235
26442,0.641357,0.399719,-0.1203,-0.643738
26493,0.622742,0.404053,-0.104797,-0.661743
26543,0.625549,0.416931,-0.10022,-0.651794
26593,0.641052,0.395874,-0.0999146,-0.649841
26644,0.666565,0.327759,-0.124451,-0.657898
26697,0.690735,0.279358,-0.138672,-0.652405
26747,0.704468,0.289246,-0.131104,-0.634766
26798,0.682678,0.401306,-0.112122,-0.600281
26847,0.683777,0.428284,-0.0947876,-0.58313
26896,0.718628,0.420532,-0.0592041,-0.550659
26947,0.73114,0.454529,0.00506592,-0.508667
26996,0.71106,0.375061,0.0921021,-0.587524
27047,0.77179,0.301025,0.119629,-0.54718
27099,0.822876,0.252686,0.0936279,-0.500305
27149,0.829895,0.289307,0.0744629,-0.471191
27200,0.810486,0.333435,0.0543213,-0.478577
27249,0.794006,0.394043,0.0214844,-0.462402
27300,0.770142,0.437927,-0.00720215,-0.463684
27351,0.722046,0.462769,-0.0128174,-0.514099
27401,0.668274,0.455933,-0.0128174,-0.587646
27454,0.651245,0.475952,-0.0432739,-0.589478
27504,0.668457,0.475769,-0.0875244,-0.564941
27555,0.706299,0.43512,-0.118408,-0.545715
27606,0.723145,0.330444,-0.114685,-0.595581
27655,0.763367,0.310608,-0.0960083,-0.558167
27707,0.760803,0.393188,-0.0554199,-0.513306
27756,0.755737,0.44812,-0.0330811,-0.476379
27809,0.767883,0.424377,0.0131226,-0.479675
27859,0.768433,0.432373,0.0556641,-0.468445
27909,0.752686,0.458618,0.102112,-0.461243
27960,0.767517,0.462524,0.109314,-0.430176
28009,0.756531,0.380554,0.106201,-0.521118
28062,0.797607,0.297791,0.071167,-0.519714
28115,0.798584,0.301636,0.0518188,-0.51825
28164,0.786438,0.354614,0.0440674,-0.503845
28215,0.787659,0.354553,-0.00720215,-0.503784
28267,0.816345,0.328796,-0.039978,-0.473145
28315,0.783569,0.393188,-0.029541,-0.480164
28364,0.714233,0.446777,0.00823975,-0.538757
28414,0.666748,0.353149,-0.013855,-0.656189
28464,0.698669,0.365662,-0.0518799,-0.612793
28516,0.697632,0.305725,-0.0838623,-0.642517
28568,0.711121,0.269043,-0.105286,-0.64093
28618,0.723206,0.2995,-0.0997314,-0.614319
28668,0.744751,0.260315,-0.100586,-0.606201
