,Time Stamp (ms),qw,qx,qy,qz,binned_qx,binned_qy,binned_qz,binned_qw,roll_x,pitch_y,yaw_z,binned_roll_x,binned_pitch_y,binned_yaw_z,frame
3425,173447,-0.429443,-0.304199,0.653381,-0.544189,"(-0.4, -0.2]","(0.6, 0.8]","(-0.6, -0.4]","(-0.6, -0.4]",-94.93979689591384,-63.15828271645207,171.09689372030886,"(-96.0, -90.0]","(-66.0, -63.0]","(168.0, 174.0]",3425
3426,173493,-0.446533,-0.313171,0.600647,-0.584595,"(-0.4, -0.2]","(0.6, 0.8]","(-0.6, -0.4]","(-0.6, -0.4]",-78.98075229388996,-64.49896275593252,160.19489368279613,"(-84.0, -78.0]","(-66.0, -63.0]","(156.0, 162.0]",3426
3427,173542,-0.432251,-0.334656,0.54187,-0.638367,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.6, -0.4]",-64.87844151779483,-63.60367646694752,154.8138230209224,"(-66.0, -60.0]","(-66.0, -63.0]","(150.0, 156.0]",3427
3428,173595,-0.416809,-0.329285,0.535828,-0.656311,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.6, -0.4]",-64.02444785641107,-61.50877542327792,155.97285097588937,"(-66.0, -60.0]","(-63.0, -60.0]","(150.0, 156.0]",3428
3429,173649,-0.429932,-0.337646,0.548706,-0.632507,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.6, -0.4]",-67.18970610786052,-64.02021939771235,156.69077973025836,"(-72.0, -66.0]","(-66.0, -63.0]","(156.0, 162.0]",3429
3430,173697,-0.468018,-0.402405,0.537537,-0.574524,"(-0.6, -0.4]","(0.4, 0.6]","(-0.6, -0.4]","(-0.6, -0.4]",-67.82108398139694,-74.91525774645187,156.1665586391264,"(-72.0, -66.0]","(-75.0, -72.0]","(156.0, 162.0]",3430
3431,173747,-0.455872,-0.426514,0.556946,-0.547791,"(-0.6, -0.4]","(0.4, 0.6]","(-0.6, -0.4]","(-0.6, -0.4]",-85.91863956959455,-77.18100931038806,173.69798576701734,"(-90.0, -84.0]","(-78.0, -75.0]","(168.0, 174.0]",3431
3432,173798,-0.467163,-0.440796,0.595276,-0.482788,"(-0.6, -0.4]","(0.4, 0.6]","(-0.6, -0.4]","(-0.6, -0.4]",-120.85163573279529,-79.05906730373019,-157.14714373599423,"(-126.0, -120.0]","(-81.0, -78.0]","(-162.0, -156.0]",3432
3433,173845,-0.488586,-0.512512,0.612549,-0.351318,"(-0.6, -0.4]","(0.6, 0.8]","(-0.4, -0.2]","(-0.6, -0.4]",165.67520847445311,-73.46593821696143,-89.44751056148962,"(162.0, 168.0]","(-75.0, -72.0]","(-90.0, -84.0]",3433
3434,173898,-0.466187,-0.528015,0.617371,-0.350281,"(-0.6, -0.4]","(0.6, 0.8]","(-0.4, -0.2]","(-0.6, -0.4]",169.41220773565612,-71.00598907193941,-91.35806353497023,"(168.0, 174.0]","(-72.0, -69.0]","(-96.0, -90.0]",3434
3435,173951,-0.486816,-0.547791,0.604492,-0.312317,"(-0.6, -0.4]","(0.6, 0.8]","(-0.4, -0.2]","(-0.6, -0.4]",154.79638023233966,-68.54506605079146,-78.30997152720757,"(150.0, 156.0]","(-69.0, -66.0]","(-84.0, -78.0]",3435
3436,174002,-0.48938,-0.537903,0.61792,-0.29895,"(-0.6, -0.4]","(0.6, 0.8]","(-0.4, -0.2]","(-0.6, -0.4]",155.3576712707993,-67.87753421952165,-81.19661543039835,"(150.0, 156.0]","(-69.0, -66.0]","(-84.0, -78.0]",3436
3437,174052,-0.50946,-0.539307,0.581604,-0.333679,"(-0.6, -0.4]","(0.4, 0.6]","(-0.4, -0.2]","(-0.6, -0.4]",147.99740079612351,-72.27197832631128,-70.669152072482,"(144.0, 150.0]","(-75.0, -72.0]","(-72.0, -66.0]",3437
3438,174101,-0.503784,-0.545227,0.550537,-0.381897,"(-0.6, -0.4]","(0.4, 0.6]","(-0.4, -0.2]","(-0.6, -0.4]",147.30069168806716,-76.20081509742846,-64.64670953415268,"(144.0, 150.0]","(-78.0, -75.0]","(-66.0, -60.0]",3438
3439,174153,-0.456055,-0.556946,0.571228,-0.394409,"(-0.6, -0.4]","(0.4, 0.6]","(-0.4, -0.2]","(-0.6, -0.4]",168.12363514942092,-73.80505339029185,-82.51880036360015,"(168.0, 174.0]","(-75.0, -72.0]","(-84.0, -78.0]",3439
3440,174203,-0.459473,-0.577759,0.56189,-0.373352,"(-0.6, -0.4]","(0.4, 0.6]","(-0.4, -0.2]","(-0.6, -0.4]",159.57311192305826,-71.39314832776664,-73.65270173249729,"(156.0, 162.0]","(-72.0, -69.0]","(-78.0, -72.0]",3440
3441,174253,-0.491455,-0.564575,0.518921,-0.412842,"(-0.6, -0.4]","(0.4, 0.6]","(-0.6, -0.4]","(-0.6, -0.4]",144.31039540112545,-77.48055318934829,-56.21022961093543,"(144.0, 150.0]","(-78.0, -75.0]","(-60.0, -54.0]",3441
3442,174305,-0.486755,-0.569397,0.521057,-0.409058,"(-0.6, -0.4]","(0.4, 0.6]","(-0.6, -0.4]","(-0.6, -0.4]",146.22873187597517,-76.68386022218473,-57.92227029387612,"(144.0, 150.0]","(-78.0, -75.0]","(-60.0, -54.0]",3442
3443,174356,-0.467041,-0.573547,0.55481,-0.380859,"(-0.6, -0.4]","(0.4, 0.6]","(-0.4, -0.2]","(-0.6, -0.4]",157.53455887759384,-72.77819354086229,-71.44378186446188,"(156.0, 162.0]","(-75.0, -72.0]","(-72.0, -66.0]",3443
3444,174404,-0.452087,-0.564514,0.594727,-0.351074,"(-0.6, -0.4]","(0.4, 0.6]","(-0.4, -0.2]","(-0.6, -0.4]",164.92876632765666,-69.08290244673654,-82.58012323082377,"(162.0, 168.0]","(-72.0, -69.0]","(-84.0, -78.0]",3444
3445,174456,-0.450134,-0.562805,0.5896,-0.364624,"(-0.6, -0.4]","(0.4, 0.6]","(-0.4, -0.2]","(-0.6, -0.4]",166.8677575894543,-70.26603100742922,-83.40267665878588,"(162.0, 168.0]","(-72.0, -69.0]","(-84.0, -78.0]",3445
3446,174505,-0.457275,-0.562134,0.582458,-0.368286,"(-0.6, -0.4]","(0.4, 0.6]","(-0.4, -0.2]","(-0.6, -0.4]",164.6777590901089,-71.21818130960831,-81.0293046443257,"(162.0, 168.0]","(-72.0, -69.0]","(-84.0, -78.0]",3446
3447,174553,-0.446655,-0.554993,0.598694,-0.366211,"(-0.6, -0.4]","(0.4, 0.6]","(-0.4, -0.2]","(-0.6, -0.4]",170.23467247357453,-70.26241190964726,-87.459047562914,"(168.0, 174.0]","(-72.0, -69.0]","(-90.0, -84.0]",3447
3448,174604,-0.451416,-0.554749,0.586792,-0.379639,"(-0.6, -0.4]","(0.4, 0.6]","(-0.4, -0.2]","(-0.6, -0.4]",169.6945308378121,-71.99110433116725,-85.72005706194336,"(168.0, 174.0]","(-72.0, -69.0]","(-90.0, -84.0]",3448
3449,174654,-0.460327,-0.563293,0.557678,-0.39978,"(-0.6, -0.4]","(0.4, 0.6]","(-0.4, -0.2]","(-0.6, -0.4]",164.18005846942583,-74.53366843193433,-77.35667796845651,"(162.0, 168.0]","(-75.0, -72.0]","(-78.0, -72.0]",3449
3450,174710,-0.459351,-0.565002,0.537231,-0.425598,"(-0.6, -0.4]","(0.4, 0.6]","(-0.6, -0.4]","(-0.6, -0.4]",164.0180449514974,-77.03332954234402,-74.36299807381333,"(162.0, 168.0]","(-78.0, -75.0]","(-78.0, -72.0]",3450
3451,174758,-0.389771,-0.454224,0.591614,-0.540161,"(-0.6, -0.4]","(0.4, 0.6]","(-0.6, -0.4]","(-0.4, -0.2]",-111.5605729601715,-72.15243550579254,-157.68545832365004,"(-114.0, -108.0]","(-75.0, -72.0]","(-162.0, -156.0]",3451
3452,174808,-0.35968,-0.365784,0.654419,-0.555542,"(-0.4, -0.2]","(0.6, 0.8]","(-0.6, -0.4]","(-0.4, -0.2]",-104.97019915245869,-61.29783838304766,-170.51845149530183,"(-108.0, -102.0]","(-63.0, -60.0]","(-174.0, -168.0]",3452
3453,174858,-0.379761,-0.314209,0.664185,-0.562073,"(-0.4, -0.2]","(0.6, 0.8]","(-0.6, -0.4]","(-0.4, -0.2]",-98.91927227271773,-59.05578423385056,178.93906369907387,"(-102.0, -96.0]","(-60.0, -57.0]","(174.0, 180.0]",3453
3454,174907,-0.370239,-0.325562,0.63446,-0.595337,"(-0.4, -0.2]","(0.6, 0.8]","(-0.6, -0.4]","(-0.4, -0.2]",-91.89597774117401,-59.02739304908124,176.91221825498843,"(-96.0, -90.0]","(-60.0, -57.0]","(174.0, 180.0]",3454
3455,174958,-0.370728,-0.358276,0.568604,-0.641052,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-78.21030563397925,-61.7498941723286,171.75545622027192,"(-84.0, -78.0]","(-63.0, -60.0]","(168.0, 174.0]",3455
3456,175012,-0.364868,-0.373596,0.520813,-0.675354,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-67.50546829508207,-62.20593074610628,167.15331400626545,"(-72.0, -66.0]","(-63.0, -60.0]","(162.0, 168.0]",3456
3457,175066,-0.351196,-0.360535,0.540405,-0.674255,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-71.84378842995609,-59.97157369222912,170.34576550817786,"(-72.0, -66.0]","(-60.0, -57.0]","(168.0, 174.0]",3457
3458,175116,-0.351868,-0.344421,0.583496,-0.645813,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-80.91105947031949,-58.81593359984929,174.17546766255205,"(-84.0, -78.0]","(-60.0, -57.0]","(174.0, 180.0]",3458
3459,175164,-0.366943,-0.338257,0.589294,-0.635315,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-81.3005756294791,-59.57703000194718,172.32989575890554,"(-84.0, -78.0]","(-60.0, -57.0]","(168.0, 174.0]",3459
3460,175215,-0.351257,-0.324219,0.578491,-0.660889,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-77.36121126530927,-56.616435479636785,170.6732212245729,"(-78.0, -72.0]","(-57.0, -54.0]","(168.0, 174.0]",3460
3461,175265,-0.358704,-0.295227,0.588135,-0.661987,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-76.71632315276827,-54.374390758901306,167.3407152568054,"(-78.0, -72.0]","(-57.0, -54.0]","(162.0, 168.0]",3461
3462,175314,-0.372375,-0.279175,0.555969,-0.68866,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-67.95613705589116,-52.99722921119585,160.34234697727442,"(-72.0, -66.0]","(-54.0, -51.0]","(156.0, 162.0]",3462
3463,175365,-0.378052,-0.240051,0.573303,-0.686096,"(-0.4, -0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-69.41006593941013,-49.7213677317717,157.87161193814615,"(-72.0, -66.0]","(-51.0, -48.0]","(156.0, 162.0]",3463
3464,175419,-0.355408,-0.108032,0.531372,-0.761353,"(-0.2, 0.0]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-60.64170480677393,-32.8341081406809,149.5067004170158,"(-66.0, -60.0]","(-33.0, -30.0]","(144.0, 150.0]",3464
3465,175471,-0.375366,-0.0293579,0.511353,-0.772522,"(-0.2, 0.0]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-58.24573519107793,-25.41894900991846,142.49322827330548,"(-60.0, -54.0]","(-27.0, -24.0]","(138.0, 144.0]",3465
3466,175520,-0.353699,-0.0112915,0.565063,-0.7453,"(-0.2, 0.0]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-66.59308484565919,-24.61734731829013,145.5353267848932,"(-72.0, -66.0]","(-27.0, -24.0]","(144.0, 150.0]",3466
3467,175569,-0.333618,-0.0299683,0.615967,-0.713013,"(-0.2, 0.0]","(0.6, 0.8]","(-0.8, -0.6]","(-0.4, -0.2]",-74.41804901368188,-26.983252911717702,150.49924737019484,"(-78.0, -72.0]","(-27.0, -24.0]","(150.0, 156.0]",3467
3468,175618,-0.268372,-0.027771,0.680054,-0.681702,"(-0.2, 0.0]","(0.6, 0.8]","(-0.8, -0.6]","(-0.4, -0.2]",-85.39401114536022,-23.758577344921925,158.9908893081522,"(-90.0, -84.0]","(-24.0, -21.0]","(156.0, 162.0]",3468
3469,175670,-0.218506,-0.00769043,0.724365,-0.653809,"(-0.2, 0.0]","(0.6, 0.8]","(-0.8, -0.6]","(-0.4, -0.2]",-93.005362622284,-19.06378433801365,163.11082553729935,"(-96.0, -90.0]","(-21.0, -18.0]","(162.0, 168.0]",3469
3470,175720,-0.184143,0.0254517,0.766357,-0.614929,"(0.0, 0.2]","(0.6, 0.8]","(-0.8, -0.6]","(-0.2, 0.0]",-100.4699280472101,-14.532983095838242,164.08232171892388,"(-102.0, -96.0]","(-15.0, -12.0]","(162.0, 168.0]",3470
3471,175772,-0.205627,0.0346069,0.777588,-0.593201,"(0.0, 0.2]","(0.6, 0.8]","(-0.6, -0.4]","(-0.4, -0.2]",-102.73270360741833,-16.184154399930172,161.93713047426914,"(-108.0, -102.0]","(-18.0, -15.0]","(156.0, 162.0]",3471
3472,175824,-0.227173,0.0252075,0.778259,-0.5849,"(0.0, 0.2]","(0.6, 0.8]","(-0.6, -0.4]","(-0.4, -0.2]",-102.98694018953152,-18.91098448026928,161.1935729722114,"(-108.0, -102.0]","(-21.0, -18.0]","(156.0, 162.0]",3472
3473,175877,-0.262512,0.0240479,0.757629,-0.597107,"(0.0, 0.2]","(0.6, 0.8]","(-0.6, -0.4]","(-0.4, -0.2]",-99.23315314170438,-21.65668564868097,157.88291667943918,"(-102.0, -96.0]","(-24.0, -21.0]","(156.0, 162.0]",3473
3474,175924,-0.274963,-0.000549316,0.747925,-0.604187,"(-0.2, 0.0]","(0.6, 0.8]","(-0.8, -0.6]","(-0.4, -0.2]",-97.48761367133325,-24.327468000154678,158.67118181109632,"(-102.0, -96.0]","(-27.0, -24.0]","(156.0, 162.0]",3474
3475,175971,-0.235718,0.0975952,0.690308,-0.677063,"(0.0, 0.2]","(0.6, 0.8]","(-0.8, -0.6]","(-0.4, -0.2]",-88.36895586672648,-11.143946943766982,152.4421288298042,"(-90.0, -84.0]","(-12.0, -9.0]","(150.0, 156.0]",3475
3476,176021,-0.251282,0.155945,0.598999,-0.744141,"(0.0, 0.2]","(0.4, 0.6]","(-0.8, -0.6]","(-0.4, -0.2]",-76.44811890990611,-3.953376898396764,145.79650056703605,"(-78.0, -72.0]","(-6.0, -3.0]","(144.0, 150.0]",3476
3477,176073,-0.240173,0.163208,0.615356,-0.732788,"(0.0, 0.2]","(0.6, 0.8]","(-0.8, -0.6]","(-0.4, -0.2]",-79.06643620608922,-3.2327531301747703,146.37489253870308,"(-84.0, -78.0]","(-6.0, -3.0]","(144.0, 150.0]",3477
3478,176125,-0.233276,0.164185,0.671753,-0.683594,"(0.0, 0.2]","(0.6, 0.8]","(-0.8, -0.6]","(-0.4, -0.2]",-87.49618291779248,-5.1027678656043305,147.20043567042416,"(-90.0, -84.0]","(-6.0, -3.0]","(144.0, 150.0]",3478
3479,176174,-0.268127,0.193665,0.644897,-0.688965,"(0.0, 0.2]","(0.6, 0.8]","(-0.8, -0.6]","(-0.4, -0.2]",-84.63719850120569,-4.529633558558935,141.59535581416407,"(-90.0, -84.0]","(-6.0, -3.0]","(138.0, 144.0]",3479
3480,176225,-0.230408,0.167236,0.659729,-0.695496,"(0.0, 0.2]","(0.6, 0.8]","(-0.8, -0.6]","(-0.4, -0.2]",-85.76889552272861,-4.093760881474491,147.14370071663294,"(-90.0, -84.0]","(-6.0, -3.0]","(144.0, 150.0]",3480
3481,176276,-0.121704,0.161743,0.695068,-0.689819,"(0.0, 0.2]","(0.6, 0.8]","(-0.8, -0.6]","(-0.2, 0.0]",-91.06842474498369,3.0934570405706507,156.83701656922747,"(-96.0, -90.0]","(3.0, 6.0]","(156.0, 162.0]",3481
3482,176325,-0.0435791,0.146362,0.732178,-0.663818,"(0.0, 0.2]","(0.6, 0.8]","(-0.8, -0.6]","(-0.2, 0.0]",-96.65769800530981,7.498042682727726,164.06693268160973,"(-102.0, -96.0]","(6.0, 9.0]","(162.0, 168.0]",3482
3483,176375,-0.0234375,0.159485,0.752197,-0.638977,"(0.0, 0.2]","(0.6, 0.8]","(-0.8, -0.6]","(-0.2, 0.0]",-100.66275369652172,9.70307782947941,164.11090607736298,"(-102.0, -96.0]","(9.0, 12.0]","(162.0, 168.0]",3483
3484,176426,-0.0492554,0.163208,0.76178,-0.625,"(0.0, 0.2]","(0.6, 0.8]","(-0.8, -0.6]","(-0.2, 0.0]",-102.45639442597485,7.40989557527554,161.76953387091785,"(-108.0, -102.0]","(6.0, 9.0]","(156.0, 162.0]",3484
3485,176483,0.0365601,0.181519,0.773132,-0.606567,"(0.0, 0.2]","(0.6, 0.8]","(-0.8, -0.6]","(0.0, 0.2]",-105.78710897763403,16.0665909095343,165.76237138306487,"(-108.0, -102.0]","(15.0, 18.0]","(162.0, 168.0]",3485
3486,176530,0.12439,0.288696,0.734558,-0.601318,"(0.2, 0.4]","(0.6, 0.8]","(-0.8, -0.6]","(0.0, 0.2]",-106.85387567162947,32.00219191828118,161.1109016926036,"(-108.0, -102.0]","(30.0, 33.0]","(156.0, 162.0]",3486
3487,176581,0.0462646,0.348511,0.713867,-0.605652,"(0.2, 0.4]","(0.6, 0.8]","(-0.8, -0.6]","(0.0, 0.2]",-107.47726164046433,29.22208995282961,149.60772489317344,"(-108.0, -102.0]","(27.0, 30.0]","(144.0, 150.0]",3487
3488,176631,-0.0839844,0.354675,0.686218,-0.629517,"(0.2, 0.4]","(0.6, 0.8]","(-0.8, -0.6]","(-0.2, 0.0]",-101.82411024761007,19.346073621502114,141.10136913506906,"(-102.0, -96.0]","(18.0, 21.0]","(138.0, 144.0]",3488
3489,176683,-0.0315552,0.341248,0.684265,-0.643677,"(0.2, 0.4]","(0.6, 0.8]","(-0.8, -0.6]","(-0.2, 0.0]",-100.62872054424898,23.33639558737932,146.43615228045837,"(-102.0, -96.0]","(21.0, 24.0]","(144.0, 150.0]",3489
3490,176730,0.0615234,0.304565,0.724548,-0.615234,"(0.2, 0.4]","(0.6, 0.8]","(-0.8, -0.6]","(0.0, 0.2]",-105.41153790584346,27.638924101131213,155.6236669941085,"(-108.0, -102.0]","(27.0, 30.0]","(150.0, 156.0]",3490
3491,176782,0.0866089,0.310974,0.733215,-0.59845,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.0, 0.2]",-108.06434501528408,29.949357854501965,156.0034566753101,"(-114.0, -108.0]","(27.0, 30.0]","(156.0, 162.0]",3491
3492,176836,0.100159,0.301514,0.747498,-0.583374,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.0, 0.2]",-110.24000033201065,30.100456374833314,157.29789807653572,"(-114.0, -108.0]","(30.0, 33.0]","(156.0, 162.0]",3492
3493,176887,0.160339,0.288513,0.75885,-0.561401,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.0, 0.2]",-112.73208829130806,34.56250348023957,161.7528266717074,"(-114.0, -108.0]","(33.0, 36.0]","(156.0, 162.0]",3493
3494,176937,0.174988,0.271729,0.750122,-0.576965,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.0, 0.2]",-109.51093877541403,35.17419236335551,165.42264882612764,"(-114.0, -108.0]","(33.0, 36.0]","(162.0, 168.0]",3494
3495,176987,0.166016,0.286438,0.728088,-0.60022,"(0.2, 0.4]","(0.6, 0.8]","(-0.8, -0.6]","(0.0, 0.2]",-106.06672130242285,35.84605200942541,164.41242401621133,"(-108.0, -102.0]","(33.0, 36.0]","(162.0, 168.0]",3495
3496,177036,0.123535,0.273132,0.738586,-0.603882,"(0.2, 0.4]","(0.6, 0.8]","(-0.8, -0.6]","(0.0, 0.2]",-106.23976356741879,30.81972333497227,162.77896104362225,"(-108.0, -102.0]","(30.0, 33.0]","(162.0, 168.0]",3496
3497,177086,0.146057,0.25531,0.756104,-0.584656,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.0, 0.2]",-108.68135227207627,31.29128411996831,165.40789980336976,"(-114.0, -108.0]","(30.0, 33.0]","(162.0, 168.0]",3497
3498,177136,0.205017,0.249634,0.75238,-0.574036,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-108.6401858011207,36.52216000773344,169.94752408750742,"(-114.0, -108.0]","(36.0, 39.0]","(168.0, 174.0]",3498
3499,177190,0.213501,0.255676,0.738281,-0.586487,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-106.27018498588772,37.963681423785154,170.72323622914692,"(-108.0, -102.0]","(36.0, 39.0]","(168.0, 174.0]",3499
3500,177239,0.192383,0.229614,0.753601,-0.585083,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.0, 0.2]",-106.91472981423182,33.96339110412688,171.61412461022078,"(-108.0, -102.0]","(33.0, 36.0]","(168.0, 174.0]",3500
3501,177290,0.215881,0.216064,0.793213,-0.526794,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-115.35096131566584,34.75922583468216,171.9307629645867,"(-120.0, -114.0]","(33.0, 36.0]","(168.0, 174.0]",3501
3502,177341,0.248047,0.230286,0.807617,-0.482849,"(0.2, 0.4]","(0.8, 1.0]","(-0.6, -0.4]","(0.2, 0.4]",-121.66757935978436,38.54092631597207,170.25183629281557,"(-126.0, -120.0]","(36.0, 39.0]","(168.0, 174.0]",3502
3503,177390,0.232849,0.265625,0.800903,-0.483521,"(0.2, 0.4]","(0.8, 1.0]","(-0.6, -0.4]","(0.2, 0.4]",-123.08369083539482,39.038390743618784,165.0556449290752,"(-126.0, -120.0]","(39.0, 42.0]","(162.0, 168.0]",3503
3504,177438,0.196167,0.259155,0.78418,-0.528625,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.0, 0.2]",-116.59492546970534,35.56578321265066,165.83626388930242,"(-120.0, -114.0]","(33.0, 36.0]","(162.0, 168.0]",3504
3505,177491,0.23938,0.249756,0.747925,-0.566528,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-108.49801579158003,39.86993900556086,172.33546225716412,"(-114.0, -108.0]","(39.0, 42.0]","(168.0, 174.0]",3505
3506,177540,0.264832,0.242126,0.755676,-0.547913,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-110.33214256976349,41.72620595206956,174.17647295776084,"(-114.0, -108.0]","(39.0, 42.0]","(174.0, 180.0]",3506
3507,177591,0.294495,0.240417,0.774902,-0.505005,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-116.27749061366168,44.36378220495589,173.96574447579206,"(-120.0, -114.0]","(42.0, 45.0]","(168.0, 174.0]",3507
3508,177644,0.294067,0.292603,0.77356,-0.479065,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-122.89132089701484,47.3339082506521,165.39077497767434,"(-126.0, -120.0]","(45.0, 48.0]","(162.0, 168.0]",3508
3509,177694,0.27594,0.320374,0.749023,-0.510071,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-119.13511776093551,47.74888081471379,162.83475139803065,"(-120.0, -114.0]","(45.0, 48.0]","(162.0, 168.0]",3509
3510,177742,0.300537,0.308167,0.741394,-0.514832,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-116.57929746248251,49.72373593183188,166.81179749474154,"(-120.0, -114.0]","(48.0, 51.0]","(162.0, 168.0]",3510
3511,177793,0.302612,0.315491,0.743591,-0.50592,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-118.50703774248986,50.288586089965456,165.219536314196,"(-120.0, -114.0]","(48.0, 51.0]","(162.0, 168.0]",3511
3512,177842,0.30188,0.342407,0.749268,-0.479797,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-124.89622850108192,51.348921029621444,159.0390045996105,"(-126.0, -120.0]","(51.0, 54.0]","(156.0, 162.0]",3512
3513,177893,0.292725,0.359009,0.748657,-0.474243,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-127.15117070549525,51.1545172062323,155.51939055840603,"(-132.0, -126.0]","(51.0, 54.0]","(150.0, 156.0]",3513
3514,177946,0.281738,0.367065,0.738281,-0.490723,"(0.2, 0.4]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-124.78239623543826,50.920582649214644,155.09309000741408,"(-126.0, -120.0]","(48.0, 51.0]","(150.0, 156.0]",3514
3515,177998,0.273987,0.41864,0.706238,-0.500916,"(0.4, 0.6]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-126.05216408956663,53.74500757301417,147.60604357081692,"(-132.0, -126.0]","(51.0, 54.0]","(144.0, 150.0]",3515
3516,178049,0.225525,0.462341,0.680176,-0.522217,"(0.4, 0.6]","(0.6, 0.8]","(-0.6, -0.4]","(0.2, 0.4]",-125.1086599058211,52.157594467226275,140.11362979807197,"(-126.0, -120.0]","(51.0, 54.0]","(138.0, 144.0]",3516
3517,178099,0.129456,0.528809,0.653259,-0.526184,"(0.4, 0.6]","(0.6, 0.8]","(-0.6, -0.4]","(0.0, 0.2]",-126.85940056194933,46.521079327494434,126.28513824515933,"(-132.0, -126.0]","(45.0, 48.0]","(126.0, 132.0]",3517
3518,178149,0.00976563,0.55603,0.63623,-0.53479,"(0.4, 0.6]","(0.6, 0.8]","(-0.6, -0.4]","(0.0, 0.2]",-122.5763294486239,37.38099851424828,118.69264051363783,"(-126.0, -120.0]","(36.0, 39.0]","(114.0, 120.0]",3518
3519,178199,-0.102356,0.588074,0.595642,-0.537476,"(0.4, 0.6]","(0.4, 0.6]","(-0.6, -0.4]","(-0.2, 0.0]",-117.81215058959815,30.678996230932825,109.51989245142293,"(-120.0, -114.0]","(30.0, 33.0]","(108.0, 114.0]",3519
3520,178248,-0.151489,0.583679,0.573608,-0.554382,"(0.4, 0.6]","(0.4, 0.6]","(-0.6, -0.4]","(-0.2, 0.0]",-112.66409054827166,28.253516202226088,108.03662164677385,"(-114.0, -108.0]","(27.0, 30.0]","(108.0, 114.0]",3520
3521,178302,-0.110718,0.586609,0.567383,-0.567261,"(0.4, 0.6]","(0.4, 0.6]","(-0.6, -0.4]","(-0.2, 0.0]",-113.2264371979093,32.67275914960316,109.95772631535218,"(-114.0, -108.0]","(30.0, 33.0]","(108.0, 114.0]",3521
3522,178355,-0.164307,0.594299,0.529236,-0.582886,"(0.4, 0.6]","(0.4, 0.6]","(-0.6, -0.4]","(-0.2, 0.0]",-108.16628836885695,31.257465938052636,106.28073054845125,"(-114.0, -108.0]","(30.0, 33.0]","(102.0, 108.0]",3522
3523,178404,-0.167419,0.577698,0.555786,-0.573914,"(0.4, 0.6]","(0.4, 0.6]","(-0.6, -0.4]","(-0.2, 0.0]",-108.93583055373236,28.488401292668787,108.33626265464751,"(-114.0, -108.0]","(27.0, 30.0]","(108.0, 114.0]",3523
