,Time Stamp (ms),qw,qx,qy,qz,binned_qx,binned_qy,binned_qz,binned_qw,roll_x,pitch_y,yaw_z,binned_roll_x,binned_pitch_y,binned_yaw_z,frame
0,-37,-0.386108,0.367615,-0.186951,-0.825134,"(0.2, 0.4]","(-0.2, 0.0]","(-1.0, -0.8]","(-0.4, -0.2]",2.138679348716647,48.67855740322519,130.81455084357535,"(0.0, 6.0]","(48.0, 51.0]","(126.0, 132.0]",0
1,23,-0.421387,0.441772,-0.232666,-0.757019,"(0.4, 0.6]","(-0.4, -0.2]","(-0.8, -0.6]","(-0.6, -0.4]",-2.290021067829405,59.88221567776824,120.47675731169018,"(-6.0, 0.0]","(57.0, 60.0]","(120.0, 126.0]",1
2,71,-0.398865,0.482544,-0.149414,-0.76532,"(0.4, 0.6]","(-0.2, 0.0]","(-0.8, -0.6]","(-0.4, -0.2]",-17.69770639556959,59.07149011012327,114.86341738995166,"(-18.0, -12.0]","(57.0, 60.0]","(114.0, 120.0]",2
3,115,-0.414185,0.51532,-0.00366211,-0.750244,"(0.4, 0.6]","(-0.2, 0.0]","(-0.8, -0.6]","(-0.6, -0.4]",-41.94790905593591,50.9210404157889,101.50908378990226,"(-42.0, -36.0]","(48.0, 51.0]","(96.0, 102.0]",3
4,163,-0.322327,0.516541,-0.0263062,-0.792847,"(0.4, 0.6]","(-0.2, 0.0]","(-0.8, -0.6]","(-0.4, -0.2]",-32.063393682414414,56.72302651573851,118.11764668877869,"(-36.0, -30.0]","(54.0, 57.0]","(114.0, 120.0]",4
5,215,-0.2547,0.469788,0.0532227,-0.843567,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.4, -0.2]",-30.76046460498036,49.949304394802525,131.79642081650994,"(-36.0, -30.0]","(48.0, 51.0]","(126.0, 132.0]",5
6,265,-0.163391,0.434082,0.109985,-0.879089,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-29.23426569152901,46.65544590299459,146.10792048374918,"(-30.0, -24.0]","(45.0, 48.0]","(144.0, 150.0]",6
7,320,-0.107178,0.503479,-0.017395,-0.857178,"(0.4, 0.6]","(-0.2, 0.0]","(-1.0, -0.8]","(-0.2, 0.0]",-9.012086515608848,60.09355639624856,160.52581390665014,"(-12.0, -6.0]","(60.0, 63.0]","(156.0, 162.0]",7
8,370,-0.0863647,0.541199,-0.0497437,-0.834961,"(0.4, 0.6]","(-0.2, 0.0]","(-1.0, -0.8]","(-0.2, 0.0]",-1.457515836764947,65.83381288187772,167.24560483269806,"(-6.0, 0.0]","(63.0, 66.0]","(162.0, 168.0]",8
9,419,-0.0328369,0.526611,0.0148926,-0.849365,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-7.664885450278162,63.32355312779976,170.84079433347054,"(-12.0, -6.0]","(63.0, 66.0]","(168.0, 174.0]",9
10,471,0.0189209,0.520935,0.0374756,-0.852539,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(0.0, 0.2]",-5.553923903825165,62.834308956872874,179.14870207900998,"(-6.0, 0.0]","(60.0, 63.0]","(174.0, 180.0]",10
11,519,-0.0524902,0.542236,0.0204468,-0.838318,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-12.509109152469044,65.09576296907947,164.83163667232103,"(-18.0, -12.0]","(63.0, 66.0]","(162.0, 168.0]",11
12,569,-0.0493774,0.571045,-0.0608521,-0.8172,"(0.4, 0.6]","(-0.2, 0.0]","(-1.0, -0.8]","(-0.2, 0.0]",7.208831178474277,69.9308314700221,178.1290760802434,"(6.0, 12.0]","(69.0, 72.0]","(174.0, 180.0]",12
13,619,-0.0450439,0.617065,-0.114075,-0.777283,"(0.6, 0.8]","(-0.2, 0.0]","(-0.8, -0.6]","(-0.2, 0.0]",29.819411353941174,75.82780837852161,-163.2011150566322,"(24.0, 30.0]","(75.0, 78.0]","(-168.0, -162.0]",13
14,672,-0.0423584,0.615723,-0.0899048,-0.781677,"(0.6, 0.8]","(-0.2, 0.0]","(-0.8, -0.6]","(-0.2, 0.0]",21.394101345959783,75.97709427729976,-169.41971632036982,"(18.0, 24.0]","(75.0, 78.0]","(-174.0, -168.0]",14
15,724,0.0319214,0.634338,-0.134644,-0.760559,"(0.6, 0.8]","(-0.2, 0.0]","(-0.8, -0.6]","(0.0, 0.2]",57.05740143879344,73.00366773655378,-131.36611166040956,"(54.0, 60.0]","(72.0, 75.0]","(-132.0, -126.0]",15
16,773,0.119812,0.707336,-0.0974731,-0.689758,"(0.6, 0.8]","(-0.2, 0.0]","(-0.8, -0.6]","(0.0, 0.2]",93.70900485443477,72.26501200871307,-84.45888416646285,"(90.0, 96.0]","(72.0, 75.0]","(-90.0, -84.0]",16
17,824,0.197083,0.755615,0.0311279,-0.623901,"(0.6, 0.8]","(0.0, 0.2]","(-0.8, -0.6]","(0.0, 0.2]",119.0447953830699,72.76762050103055,-42.168665936514714,"(114.0, 120.0]","(72.0, 75.0]","(-48.0, -42.0]",17
18,874,0.284851,0.778076,0.0808716,-0.554016,"(0.6, 0.8]","(0.0, 0.2]","(-0.6, -0.4]","(0.2, 0.4]",122.33379815499383,65.25654841073096,-26.96190621642851,"(120.0, 126.0]","(63.0, 66.0]","(-30.0, -24.0]",18
19,924,0.310181,0.770935,0.0810547,-0.550354,"(0.6, 0.8]","(0.0, 0.2]","(-0.6, -0.4]","(0.2, 0.4]",117.41729906762725,64.00684577975802,-29.59449614314588,"(114.0, 120.0]","(63.0, 66.0]","(-30.0, -24.0]",19
20,975,0.246216,0.755188,0.108459,-0.597717,"(0.6, 0.8]","(0.0, 0.2]","(-0.6, -0.4]","(0.2, 0.4]",124.13030782481768,72.98421101806655,-26.489741009803343,"(120.0, 126.0]","(72.0, 75.0]","(-30.0, -24.0]",20
21,1026,0.160889,0.714905,0.157898,-0.661926,"(0.6, 0.8]","(0.0, 0.2]","(-0.8, -0.6]","(0.0, 0.2]",163.73235771138937,85.69945979581988,9.805083465289252,"(162.0, 168.0]","(84.0, 87.0]","(6.0, 12.0]",21
22,1077,0.0386963,0.5979,0.123901,-0.791016,"(0.4, 0.6]","(0.0, 0.2]","(-0.8, -0.6]","(0.0, 0.2]",-30.484645994356296,72.83292504930718,162.8695479454435,"(-36.0, -30.0]","(72.0, 75.0]","(162.0, 168.0]",22
23,1127,-0.0150757,0.460571,0.0550537,-0.885803,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-11.065729854527085,54.51478419723447,172.33584778478456,"(-12.0, -6.0]","(54.0, 57.0]","(168.0, 174.0]",23
24,1177,-0.067749,0.445374,0.0143433,-0.892639,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-8.114771223979538,52.48615328547119,167.31382655467996,"(-12.0, -6.0]","(51.0, 54.0]","(162.0, 168.0]",24
25,1227,-0.0728149,0.472046,0.0221558,-0.878296,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-11.009479456526925,55.68448945810884,164.69354680253315,"(-12.0, -6.0]","(54.0, 57.0]","(162.0, 168.0]",25
26,1276,-0.045105,0.495544,0.0535889,-0.865723,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-15.285537878041236,58.563548025242845,165.4286282191688,"(-18.0, -12.0]","(57.0, 60.0]","(162.0, 168.0]",26
27,1327,0.010437,0.50946,0.0267944,-0.860046,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(0.0, 0.2]",-4.228589616995543,61.262149153990045,178.88593019283527,"(-6.0, 0.0]","(60.0, 63.0]","(174.0, 180.0]",27
28,1377,-0.00830078,0.490723,0.0158691,-0.871155,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-3.9536755476813674,58.7258620862165,176.68313381423644,"(-6.0, 0.0]","(57.0, 60.0]","(174.0, 180.0]",28
29,1431,-0.0582886,0.494995,0.0346069,-0.866272,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-13.05065461211683,58.597716233648526,164.95601916704464,"(-18.0, -12.0]","(57.0, 60.0]","(162.0, 168.0]",29
30,1481,-0.0408936,0.512451,0.0621338,-0.855469,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-17.607519269535,60.659094432450374,164.17164329311058,"(-18.0, -12.0]","(60.0, 63.0]","(162.0, 168.0]",30
31,1532,-0.0176392,0.465027,0.103577,-0.879028,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-19.978077159250912,54.479334996081974,167.33885509559036,"(-24.0, -18.0]","(54.0, 57.0]","(162.0, 168.0]",31
32,1583,0.0360718,0.453125,0.0758057,-0.887451,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(0.0, 0.2]",-9.997652789597941,54.073522627759466,179.54345334726779,"(-12.0, -6.0]","(54.0, 57.0]","(174.0, 180.0]",32
33,1631,-0.00476074,0.499634,0.0665283,-0.863647,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-13.674862413113482,59.58805320713563,171.5135056840995,"(-18.0, -12.0]","(57.0, 60.0]","(168.0, 174.0]",33
34,1683,-0.0484619,0.531311,0.0682373,-0.843018,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-21.349650842003104,62.775062502222184,160.29910832682853,"(-24.0, -18.0]","(60.0, 63.0]","(156.0, 162.0]",34
35,1733,-0.0302124,0.501587,0.0725708,-0.861511,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-17.71760792066363,59.30379987308433,165.8421901169328,"(-18.0, -12.0]","(57.0, 60.0]","(162.0, 168.0]",35
36,1786,-0.0167847,0.485352,0.0859985,-0.869934,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(-0.2, 0.0]",-17.886653129941074,57.3027728014066,167.96040262600312,"(-18.0, -12.0]","(57.0, 60.0]","(162.0, 168.0]",36
37,1836,0.0272217,0.473083,0.0795288,-0.877014,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(0.0, 0.2]",-11.899365202493124,56.52308992771772,177.14243623485964,"(-12.0, -6.0]","(54.0, 57.0]","(174.0, 180.0]",37
38,1886,0.0375977,0.450928,0.108337,-0.885193,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(0.0, 0.2]",-15.485185640666844,53.74763149161555,176.98139313094427,"(-18.0, -12.0]","(51.0, 54.0]","(174.0, 180.0]",38
39,1936,0.0921021,0.45752,0.0906372,-0.879761,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(0.0, 0.2]",-7.582488979959554,55.25641233321392,-172.019954881894,"(-12.0, -6.0]","(54.0, 57.0]","(-174.0, -168.0]",39
40,1986,0.120483,0.450562,0.0847778,-0.880493,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(0.0, 0.2]",-4.019031806086196,54.47679652096585,-166.48608002655865,"(-6.0, 0.0]","(54.0, 57.0]","(-168.0, -162.0]",40
41,2037,0.135559,0.45813,0.0708008,-0.87561,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(0.0, 0.2]",0.022058437622421677,55.236294899901765,-162.3875121407969,"(0.0, 6.0]","(54.0, 57.0]","(-168.0, -162.0]",41
42,2087,0.187256,0.504944,0.0421143,-0.841553,"(0.4, 0.6]","(0.0, 0.2]","(-1.0, -0.8]","(0.0, 0.2]",13.65780839039913,59.95480452999908,-147.00757461201283,"(12.0, 18.0]","(57.0, 60.0]","(-150.0, -144.0]",42
43,2139,0.308594,0.626587,-0.000366211,-0.715637,"(0.6, 0.8]","(-0.2, 0.0]","(-0.8, -0.6]","(0.2, 0.4]",60.98855442766749,63.71616615690367,-93.14514295864183,"(60.0, 66.0]","(63.0, 66.0]","(-96.0, -90.0]",43
44,2191,0.403503,0.734253,0.0790405,-0.540161,"(0.6, 0.8]","(0.0, 0.2]","(-0.6, -0.4]","(0.4, 0.6]",100.14902684477191,58.98663701784686,-38.373681222243746,"(96.0, 102.0]","(57.0, 60.0]","(-42.0, -36.0]",44
45,2241,0.496094,0.672668,0.201477,-0.510681,"(0.6, 0.8]","(0.2, 0.4]","(-0.6, -0.4]","(0.4, 0.6]",88.28410275447585,62.49353484350751,-30.67814913374795,"(84.0, 90.0]","(60.0, 63.0]","(-36.0, -30.0]",45
46,2291,0.609253,0.648438,0.150452,-0.430908,"(0.6, 0.8]","(0.0, 0.2]","(-0.6, -0.4]","(0.6, 0.8]",80.22684056333219,47.917178467148226,-29.49304245498771,"(78.0, 84.0]","(45.0, 48.0]","(-30.0, -24.0]",46
47,2341,0.620178,0.667114,0.103638,-0.399475,"(0.6, 0.8]","(0.0, 0.2]","(-0.4, -0.2]","(0.6, 0.8]",83.22851893026497,41.41819383288786,-28.44773867049722,"(78.0, 84.0]","(39.0, 42.0]","(-30.0, -24.0]",47
48,2392,0.580872,0.695374,0.10083,-0.41095,"(0.6, 0.8]","(0.0, 0.2]","(-0.6, -0.4]","(0.4, 0.6]",89.00584505798113,43.524435591147096,-27.712518550270495,"(84.0, 90.0]","(42.0, 45.0]","(-30.0, -24.0]",48
49,2442,0.618225,0.64563,0.0599365,-0.444275,"(0.6, 0.8]","(0.0, 0.2]","(-0.6, -0.4]","(0.6, 0.8]",77.94185764505733,40.374030215312196,-38.276680864575006,"(72.0, 78.0]","(39.0, 42.0]","(-42.0, -36.0]",49
50,2494,0.619263,0.598938,0.03479,-0.506592,"(0.4, 0.6]","(0.0, 0.2]","(-0.6, -0.4]","(0.6, 0.8]",68.36905815948744,40.53287552092528,-50.41217666054037,"(66.0, 72.0]","(39.0, 42.0]","(-54.0, -48.0]",50
51,2544,0.574646,0.703125,0.0128784,-0.333496,"(0.6, 0.8]","(0.0, 0.2]","(-0.4, -0.2]","(0.4, 0.6]",93.80070434012356,31.122212840772928,-27.112875974161184,"(90.0, 96.0]","(30.0, 33.0]","(-30.0, -24.0]",51
52,2682,0.633911,0.697693,-0.0147705,-0.333496,"(0.6, 0.8]","(-0.2, 0.0]","(-0.4, -0.2]","(0.6, 0.8]",88.33047879615027,26.526013332963046,-29.707116156410816,"(84.0, 90.0]","(24.0, 27.0]","(-30.0, -24.0]",52
53,2709,0.681458,0.683105,-0.0123291,-0.262329,"(0.6, 0.8]","(-0.2, 0.0]","(-0.4, -0.2]","(0.6, 0.8]",85.94758669666608,19.974248917505342,-23.474673137448416,"(84.0, 90.0]","(18.0, 21.0]","(-24.0, -18.0]",53
54,2745,0.684143,0.673279,0.0251465,-0.279419,"(0.6, 0.8]","(0.0, 0.2]","(-0.4, -0.2]","(0.6, 0.8]",84.19742885382529,24.244754967093705,-22.466752296819138,"(84.0, 90.0]","(24.0, 27.0]","(-24.0, -18.0]",54
55,2796,0.702026,0.622925,0.00714111,-0.345032,"(0.6, 0.8]","(0.0, 0.2]","(-0.4, -0.2]","(0.6, 0.8]",75.56896098839661,26.09724470367304,-31.974807869679207,"(72.0, 78.0]","(24.0, 27.0]","(-36.0, -30.0]",55
56,2850,0.661438,0.677124,0.00927734,-0.322388,"(0.6, 0.8]","(0.0, 0.2]","(-0.4, -0.2]","(0.6, 0.8]",84.68021717297441,26.670459824690198,-27.59317780001572,"(84.0, 90.0]","(24.0, 27.0]","(-30.0, -24.0]",56
57,2899,0.579773,0.758301,0.050415,-0.293701,"(0.6, 0.8]","(0.0, 0.2]","(-0.4, -0.2]","(0.4, 0.6]",100.34919004236167,30.258800320500615,-17.80448208798037,"(96.0, 102.0]","(30.0, 33.0]","(-18.0, -12.0]",57
58,2949,0.58783,0.768433,0.0183716,-0.252075,"(0.6, 0.8]","(0.0, 0.2]","(-0.4, -0.2]","(0.4, 0.6]",101.48912146531013,24.14454078779318,-17.0886075159902,"(96.0, 102.0]","(24.0, 27.0]","(-18.0, -12.0]",58
59,3000,0.641541,0.710266,0.010437,-0.289429,"(0.6, 0.8]","(0.0, 0.2]","(-0.4, -0.2]","(0.6, 0.8]",90.58495254305379,25.12307522076333,-23.192122273552762,"(90.0, 96.0]","(24.0, 27.0]","(-24.0, -18.0]",59
60,3047,0.651672,0.691711,0.0115967,-0.310974,"(0.6, 0.8]","(0.0, 0.2]","(-0.4, -0.2]","(0.6, 0.8]",87.26117747489431,26.444566070572208,-25.7701411316205,"(84.0, 90.0]","(24.0, 27.0]","(-30.0, -24.0]",60
61,3097,0.657898,0.704529,-0.0103149,-0.265869,"(0.6, 0.8]","(-0.2, 0.0]","(-0.4, -0.2]","(0.6, 0.8]",89.56692066369527,21.165213542976506,-22.999731609844066,"(84.0, 90.0]","(21.0, 24.0]","(-24.0, -18.0]",61
62,3148,0.65271,0.696472,0.0230103,-0.29718,"(0.6, 0.8]","(0.0, 0.2]","(-0.4, -0.2]","(0.6, 0.8]",88.16158775293715,26.360389731257992,-23.40409497522763,"(84.0, 90.0]","(24.0, 27.0]","(-24.0, -18.0]",62
63,3202,0.687134,0.657227,-0.00726318,-0.30957,"(0.6, 0.8]","(-0.2, 0.0]","(-0.4, -0.2]","(0.6, 0.8]",81.4796556840094,23.38697248150315,-28.289050729087265,"(78.0, 84.0]","(21.0, 24.0]","(-30.0, -24.0]",63
64,3252,0.688538,0.645691,-0.0283813,-0.328979,"(0.6, 0.8]","(-0.2, 0.0]","(-0.4, -0.2]","(0.6, 0.8]",79.72400984132486,22.689761844099884,-32.055395417261934,"(78.0, 84.0]","(21.0, 24.0]","(-36.0, -30.0]",64
65,3303,0.691833,0.590942,-0.0286865,-0.41394,"(0.4, 0.6]","(-0.2, 0.0]","(-0.6, -0.4]","(0.6, 0.8]",70.38009991086048,26.7135313994145,-42.7762846987231,"(66.0, 72.0]","(24.0, 27.0]","(-48.0, -42.0]",65
66,3352,0.641052,0.454773,0.0379028,-0.617065,"(0.4, 0.6]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",42.58769006414279,37.579483361945336,-72.70795657098085,"(42.0, 48.0]","(36.0, 39.0]","(-78.0, -72.0]",66
67,3404,0.63031,0.335571,0.0496216,-0.698364,"(0.2, 0.4]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",24.67481946722195,32.08768728915995,-88.66610727481178,"(24.0, 30.0]","(30.0, 33.0]","(-90.0, -84.0]",67
68,3453,0.6073,0.359192,0.0115356,-0.708496,"(0.2, 0.4]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",29.519652335039066,31.534977574768885,-90.28689385292957,"(24.0, 30.0]","(30.0, 33.0]","(-96.0, -90.0]",68
69,3503,0.532654,0.469299,-0.0320435,-0.703552,"(0.4, 0.6]","(-0.2, 0.0]","(-0.8, -0.6]","(0.4, 0.6]",44.35555277413595,38.772711489859475,-89.41575308313665,"(42.0, 48.0]","(36.0, 39.0]","(-90.0, -84.0]",69
70,3557,0.419617,0.447266,0.0137329,-0.789734,"(0.4, 0.6]","(0.0, 0.2]","(-0.8, -0.6]","(0.4, 0.6]",30.537183185167105,45.88729662145185,-110.84972511684397,"(30.0, 36.0]","(45.0, 48.0]","(-114.0, -108.0]",70
71,3608,0.407349,0.342834,0.0412598,-0.845459,"(0.2, 0.4]","(0.0, 0.2]","(-1.0, -0.8]","(0.4, 0.6]",15.385181439276455,37.83109913688925,-123.24939562224388,"(12.0, 18.0]","(36.0, 39.0]","(-126.0, -120.0]",71
72,3658,0.448303,0.254395,0.019043,-0.856689,"(0.2, 0.4]","(0.0, 0.2]","(-1.0, -0.8]","(0.4, 0.6]",12.665114993689336,26.933880054584048,-121.70953160583927,"(12.0, 18.0]","(24.0, 27.0]","(-126.0, -120.0]",72
73,3706,0.446167,0.285828,-0.0620728,-0.845825,"(0.2, 0.4]","(-0.2, 0.0]","(-1.0, -0.8]","(0.4, 0.6]",23.478408670189147,25.34805765197155,-119.02615220062387,"(18.0, 24.0]","(24.0, 27.0]","(-120.0, -114.0]",73
74,3759,0.461121,0.300842,-0.129822,-0.824646,"(0.2, 0.4]","(-0.2, 0.0]","(-1.0, -0.8]","(0.4, 0.6]",32.0443114241965,22.11312403310994,-115.1510160872239,"(30.0, 36.0]","(21.0, 24.0]","(-120.0, -114.0]",74
75,3807,0.502808,0.291748,-0.168213,-0.796143,"(0.2, 0.4]","(-0.2, 0.0]","(-0.8, -0.6]","(0.4, 0.6]",35.97248228418248,17.179562661269465,-109.83559820942945,"(30.0, 36.0]","(15.0, 18.0]","(-114.0, -108.0]",75
76,3859,0.492432,0.294739,-0.194214,-0.795593,"(0.2, 0.4]","(-0.2, 0.0]","(-0.8, -0.6]","(0.4, 0.6]",38.5952880956813,16.12280009749295,-110.810880141672,"(36.0, 42.0]","(15.0, 18.0]","(-114.0, -108.0]",76
77,3909,0.54187,0.221008,-0.155884,-0.795776,"(0.2, 0.4]","(-0.2, 0.0]","(-0.8, -0.6]","(0.4, 0.6]",29.73285479826222,10.533074133333889,-108.69216422239187,"(24.0, 30.0]","(9.0, 12.0]","(-114.0, -108.0]",77
78,3962,0.607422,0.166809,-0.123047,-0.766846,"(0.0, 0.2]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",23.178890605203684,6.105114920744151,-101.9810449242907,"(18.0, 24.0]","(6.0, 9.0]","(-102.0, -96.0]",78
79,4012,0.634521,0.119568,-0.119019,-0.754272,"(0.0, 0.2]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",19.3551754266905,1.6809169676611224,-99.56980172339408,"(18.0, 24.0]","(0.0, 3.0]","(-102.0, -96.0]",79
80,4062,0.64563,0.12561,-0.102844,-0.746216,"(0.0, 0.2]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",18.429993047191687,3.1335976889820043,-97.75843974431578,"(18.0, 24.0]","(3.0, 6.0]","(-102.0, -96.0]",80
81,4113,0.612183,0.197327,-0.0724487,-0.762268,"(0.0, 0.2]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",21.11536626183259,12.247019935605357,-100.17256364039945,"(18.0, 24.0]","(12.0, 15.0]","(-102.0, -96.0]",81
82,4161,0.612854,0.184204,-0.0394897,-0.767395,"(0.0, 0.2]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",17.133386523778885,13.551384488031802,-100.72639804676172,"(12.0, 18.0]","(12.0, 15.0]","(-102.0, -96.0]",82
83,4211,0.661438,0.0489502,-0.0251465,-0.747986,"(0.0, 0.2]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",5.880508480240876,2.290261363065863,-96.91021010617118,"(0.0, 6.0]","(0.0, 3.0]","(-102.0, -96.0]",83
84,4262,0.684875,-0.0338135,-0.0548706,-0.72583,"(-0.2, 0.0]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",1.925298610633444,-7.136874741186699,-93.44591627060568,"(0.0, 6.0]","(-9.0, -6.0]","(-96.0, -90.0]",84
85,4316,0.684448,0.0123901,-0.0780029,-0.724792,"(0.0, 0.2]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",7.501054601861557,-5.095419050453639,-93.61389179500134,"(6.0, 12.0]","(-6.0, -3.0]","(-96.0, -90.0]",85
86,4368,0.663513,0.125549,-0.0668945,-0.734558,"(0.0, 0.2]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",15.431525084006516,5.489845407333765,-95.0737778958281,"(12.0, 18.0]","(3.0, 6.0]","(-96.0, -90.0]",86
87,4415,0.648499,0.162415,-0.00268555,-0.743652,"(0.0, 0.2]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",12.768437955674491,13.773721047247383,-96.27162781274654,"(12.0, 18.0]","(12.0, 15.0]","(-102.0, -96.0]",87
88,4466,0.644897,0.113098,0.111877,-0.747498,"(0.0, 0.2]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",-1.290291544656313,18.26389208255914,-98.63605908258126,"(-6.0, 0.0]","(18.0, 21.0]","(-102.0, -96.0]",88
89,4516,0.649109,0.127319,0.148193,-0.735229,"(0.0, 0.2]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",-3.2605358561565283,22.307385423744627,-97.7626255554316,"(-6.0, 0.0]","(21.0, 24.0]","(-102.0, -96.0]",89
90,4567,0.64386,0.113159,0.131714,-0.745178,"(0.0, 0.2]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",-3.0812579551732164,19.770784798227396,-98.88074305459371,"(-6.0, 0.0]","(18.0, 21.0]","(-102.0, -96.0]",90
91,4617,0.660706,0.0734253,0.102844,-0.739929,"(0.0, 0.2]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",-3.2617435892339413,14.155797866334096,-96.87975379180278,"(-6.0, 0.0]","(12.0, 15.0]","(-102.0, -96.0]",91
92,4669,0.632019,0.0795288,0.0894775,-0.765625,"(0.0, 0.2]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",-2.1511962949853207,13.58517788057727,-101.17731097353338,"(-6.0, 0.0]","(12.0, 15.0]","(-102.0, -96.0]",92
93,4721,0.628357,0.0773926,0.088623,-0.768982,"(0.0, 0.2]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",-2.2991838000756855,13.320540819771464,-101.76204600450211,"(-6.0, 0.0]","(12.0, 15.0]","(-102.0, -96.0]",93
94,4771,0.646423,0.0088501,0.102905,-0.75592,"(0.0, 0.2]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",-8.378542163780986,8.419993723310062,-99.54720683850134,"(-12.0, -6.0]","(6.0, 9.0]","(-102.0, -96.0]",94
95,4821,0.612427,-0.00915527,0.100769,-0.783997,"(-0.2, 0.0]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",-9.801902704261185,6.26209221272768,-104.54643511904113,"(-12.0, -6.0]","(6.0, 9.0]","(-108.0, -102.0]",95
96,4871,0.615967,-0.00579834,0.0732422,-0.784363,"(-0.2, 0.0]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",-7.032885972292589,4.653544676355725,-104.0004170169369,"(-12.0, -6.0]","(3.0, 6.0]","(-108.0, -102.0]",96
97,4921,0.608765,0.00109863,0.0282593,-0.792847,"(0.0, 0.2]","(0.0, 0.2]","(-0.8, -0.6]","(0.6, 0.8]",-2.4932320226460383,2.07161360420009,-105.00942462439305,"(-6.0, 0.0]","(0.0, 3.0]","(-108.0, -102.0]",97
98,4971,0.599915,0.0176392,-0.0134888,-0.799744,"(0.0, 0.2]","(-0.2, 0.0]","(-0.8, -0.6]","(0.4, 0.6]",2.449745324142242,0.6892644338931511,-106.23565560124385,"(0.0, 6.0]","(0.0, 3.0]","(-108.0, -102.0]",98
99,5024,0.632629,-0.00598145,-0.0363159,-0.773621,"(-0.2, 0.0]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",2.7909818719393966,-3.1643484227165546,-101.5279006837048,"(0.0, 6.0]","(-6.0, -3.0]","(-102.0, -96.0]",99
100,5074,0.641235,-0.0342407,-0.038147,-0.765625,"(-0.2, 0.0]","(-0.2, 0.0]","(-0.8, -0.6]","(0.6, 0.8]",0.8351213592881681,-5.8171628759429455,-100.14796695843931,"(0.0, 6.0]","(-6.0, -3.0]","(-102.0, -96.0]",100
